title,price,rooms,area,parking,bathrooms,tax,condominium_fee,link,city,neighborhood
"Apartamento com 2 dormitórios para alugar, 30 m² por R$ 3.500,00/mês - Água Verde - Curiti",2950,2.0,30.0,,1.0,,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-30-m-por-r-3-500-00-mes-agua-verde-curiti-1326032671,Curitiba,Água Verde
"Apartamento com 2 dormitórios para alugar, 54 m² por R$ 1.800,00/mês - Jardim Paulista - C",1800,2.0,54.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-54-m-por-r-1-800-00-mes-jardim-paulista-c-1326031704,Campina Grande do Sul,N/A
"Apartamento com 2 dormitórios para alugar, 30 m² por R$ 3.500,00/mês - Água Verde - Curiti",2950,2.0,30.0,,1.0,,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-30-m-por-r-3-500-00-mes-agua-verde-curiti-1326031430,Curitiba,Água Verde
"Apartamento com 2 dormitórios para alugar, 30 m² por R$ 3.450,00/mês - Água Verde - Curiti",2900,2.0,30.0,,1.0,,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-30-m-por-r-3-450-00-mes-agua-verde-curiti-1326031201,Curitiba,Água Verde
"Studio com 1 dormitório para alugar, 19 m² por R$ 2.680,00/mês - Água Verde - Curitiba/PR",2290,1.0,19.0,,1.0,,390.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-dormitorio-para-alugar-19-m-por-r-2-680-00-mes-agua-verde-curitiba-pr-1326031131,Curitiba,Água Verde
"Apartamento com 2 dormitórios para alugar, 30 m² por R$ 3.450,00/mês - Água Verde - Curiti",2900,2.0,30.0,,1.0,,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-30-m-por-r-3-450-00-mes-agua-verde-curiti-1326031094,Curitiba,Água Verde
"Apartamento com 2 dormitórios para alugar, 30 m² por R$ 3.540,00/mês - Água Verde - Curiti",2990,2.0,30.0,,1.0,,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-30-m-por-r-3-540-00-mes-agua-verde-curiti-1326031052,Curitiba,Água Verde
"Apartamento com 2 dormitórios para alugar, 30 m² por R$ 3.540,00/mês - Água Verde - Curiti",2990,2.0,30.0,,1.0,,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-30-m-por-r-3-540-00-mes-agua-verde-curiti-1326031051,Curitiba,Água Verde
"Studio com 1 dormitório para alugar, 19 m² por R$ 2.680,00/mês - Água Verde - Curitiba/PR",2290,1.0,19.0,,1.0,,390.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-dormitorio-para-alugar-19-m-por-r-2-680-00-mes-agua-verde-curitiba-pr-1326031034,Curitiba,Água Verde
Apartamento com 2 quartos e 1 vaga para aluguel em São José dos Pinhais,1800,2.0,43.0,1.0,1.0,50.0,310.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-e-1-vaga-para-aluguel-em-sao-jose-dos-pinhais-1326026522,São José dos Pinhais,Colônia Rio Grande
Apartamento com 1 quarto para aluguel no Alto da Rua XV em Curitiba,1900,1.0,24.0,,1.0,47.0,382.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-aluguel-no-alto-da-rua-xv-em-curitiba-1326026019,Curitiba,Alto da Rua XV
Apartamento com 2 quartos e 1 vaga para aluguel em São José dos Pinhais,1800,2.0,43.0,1.0,1.0,50.0,310.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-e-1-vaga-para-aluguel-em-sao-jose-dos-pinhais-1326025978,São José dos Pinhais,Colônia Rio Grande
Cobertura duplex com 2 quartos e 2 vagas para aluguel no Juvevê,6400,2.0,95.0,2.0,2.0,297.0,744.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-duplex-com-2-quartos-e-2-vagas-para-aluguel-no-juveve-1326025889,Curitiba,Juvevê
"Apartamento com 3 dormitórios para alugar, 171 m² por R$ 4.500/mês - Mercês - Curitiba/PR",4200,3.0,171.0,2.0,4.0,1920.0,200.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-171-m-por-r-4-500-mes-merces-curitiba-pr-1326024167,Curitiba,Mercês
"Cobertura com 3 dormitórios para alugar, 330 m² por R$ 4900/mês - Cabral - Curitiba/PR",4900,3.0,330.0,3.0,4.0,3960.0,1470.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-com-3-dormitorios-para-alugar-330-m-por-r-4900-mes-cabral-curitiba-pr-1326024107,Curitiba,Cabral
"Apartamento com 2 dormitórios para alugar, 54 m² por R$ 1.950/mês - Jardim Alto Tarumã - P",1950,2.0,54.0,1.0,1.0,1368.0,426.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-54-m-por-r-1-950-mes-jardim-alto-taruma-p-1326022131,Pinhais,Centro
"Apartamento com 2 dormitórios para alugar, 73 m² por R$ 1.850/mês - Uberaba - Curitiba/PR",1850,2.0,73.0,1.0,2.0,701.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-73-m-por-r-1-850-mes-uberaba-curitiba-pr-1326021144,Curitiba,Uberaba
"Apartamento para locação Mobiliado e Decorado com 3 dormitórios sendo 1 Suíte, 65 m² no ba",3500,3.0,66.0,1.0,2.0,,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-mobiliado-e-decorado-com-3-dormitorios-sendo-1-suite-65-m-no-ba-1326020901,Curitiba,Capão Raso
"Apartamento para locação com 3 dormitórios para alugar, 65 m² por R$ 4.065/mês - Pinheirin",3500,3.0,66.0,1.0,2.0,420.0,530.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-com-3-dormitorios-para-alugar-65-m-por-r-4-065-mes-pinheirin-1326020743,Curitiba,Capão Raso
Apartamento 02 quartos,1480,2.0,51.0,1.0,1.0,1255.0,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-02-quartos-1326014427,Pinhais,Atuba
Apartamento alto padrão mobiliado,6000,2.0,65.0,1.0,1.0,2400.0,950.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-alto-padrao-mobiliado-1326014322,Curitiba,Batel
"Apartamento com 3 dormitórios para alugar, 105 m² por R$ 3.682,71/mês - Ecoville - Curitib",2500,3.0,105.0,2.0,3.0,1941.0,1021.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-105-m-por-r-3-682-71-mes-ecoville-curitib-1326013386,Curitiba,Cidade Industrial
Cobertura duplex com 2 quartos e 2 vagas para aluguel no Juvevê,6400,2.0,95.0,2.0,2.0,297.0,744.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-duplex-com-2-quartos-e-2-vagas-para-aluguel-no-juveve-1326007899,Curitiba,Juvevê
Apartamento com 2 quartos e 1 vaga para aluguel em São José dos Pinhais,1800,2.0,43.0,1.0,1.0,50.0,310.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-e-1-vaga-para-aluguel-em-sao-jose-dos-pinhais-1326007886,São José dos Pinhais,Colônia Rio Grande
Apartamento com 1 quarto para aluguel no Alto da Rua XV em Curitiba,1900,1.0,24.0,,1.0,47.0,382.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-aluguel-no-alto-da-rua-xv-em-curitiba-1326007843,Curitiba,Alto da Rua XV
Apartamento com 2 quartos e 1 vaga para aluguel em São José dos Pinhais,1800,2.0,43.0,1.0,1.0,50.0,310.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-e-1-vaga-para-aluguel-em-sao-jose-dos-pinhais-1326007839,São José dos Pinhais,Colônia Rio Grande
Muito aconchego em condomínio clube,2900,2.0,74.0,1.0,1.0,74.0,280.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/muito-aconchego-em-condominio-clube-1326001131,Curitiba,Campo Comprido
Seu Refúgio de Tranquilidade Espera por Você!,3800,3.0,91.0,1.0,3.0,133.0,660.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/seu-refugio-de-tranquilidade-espera-por-voce-1325997638,Curitiba,Bigorrilho
Condomínio Bella Torre,2600,3.0,110.0,2.0,2.0,60.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/condominio-bella-torre-1325997431,São José dos Pinhais,Centro
Apartamento com sacada gourmet,1300,2.0,47.0,1.0,1.0,,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-sacada-gourmet-1325997345,São José dos Pinhais,São Pedro
Apartamento 40m² de 01 quarto no Capão da Imbuia - Curitiba/PR,2000,1.0,40.0,,1.0,20.0,180.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-40m-de-01-quarto-no-capao-da-imbuia-curitiba-pr-1325997131,Curitiba,Cajuru
"Apartamento com 2 dormitórios, 49 m² - venda por R$ 200.000,00 ou aluguel por R$ 1.350,00/",1100,2.0,49.0,1.0,1.0,,250.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-49-m-venda-por-r-200-000-00-ou-aluguel-por-r-1-350-00-1325992422,São José dos Pinhais,Del Rey
"Apartamento com 3 quartos para alugar, 142.73 m2 por R$ 1800.00 - Santa Quiteria - Curitib",1600,3.0,93.0,1.0,1.0,146.0,480.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-142-73-m2-por-r-1800-00-santa-quiteria-curitib-1325987843,Curitiba,Santa Quitéria
"Apartamento com 3 quartos para alugar por R$ 1500.00, 66.15 m2 - ATUBA - COLOMBO/PR",1500,3.0,66.0,1.0,1.0,110.0,470.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-1500-00-66-15-m2-atuba-colombo-pr-1325981386,Colombo,Atuba
"Apartamento para Locação em São José dos Pinhais, Centro, 3 dormitórios, 1 banheiro, 1 vag",1600,3.0,70.0,1.0,1.0,95.0,320.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-em-sao-jose-dos-pinhais-centro-3-dormitorios-1-banheiro-1-vag-1325981375,São José dos Pinhais,Centro
"Apartamento com 2 quartos para alugar por R$ 1600.00, 80.00 m2 - CENTRO - CURITIBA/PR",1600,2.0,80.0,,1.0,91.0,670.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1600-00-80-00-m2-centro-curitiba-pr-1325981148,Curitiba,Centro
"Studio para alugar, 25 m² por R$ 2.623,95/mês - Centro Cívico - Curitiba/PR",1950,1.0,25.0,,1.0,467.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-para-alugar-25-m-por-r-2-623-95-mes-centro-civico-curitiba-pr-1325978646,Curitiba,Centro Cívico
"Apartamento com 1 quarto para alugar por R$ 1600.00, 40.00 m2 - CENTRO - CURITIBA/PR",1600,1.0,40.0,,1.0,,370.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-1600-00-40-00-m2-centro-curitiba-pr-1325973876,Curitiba,Centro
Excelente Apartamento Centro Civico - Edifício Cypress Garden,2800,3.0,95.0,2.0,1.0,,1047.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-centro-civico-edificio-cypress-garden-1325957869,Curitiba,Juvevê
APARTAMENTO DE 01 DORMITÓRIO NO BIGORRILHO,1100,1.0,21.0,,1.0,38.0,457.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-01-dormitorio-no-bigorrilho-1325951631,Curitiba,Bigorrilho
"APARTAMENTO 2 QUARTOS + GARAGEM COBERTA, RES. PORTO ASSUNÇÃO - PORTÃO - PRÓXIMO AO CARREFO",1400,2.0,53.0,1.0,1.0,62.0,460.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-2-quartos-garagem-coberta-res-porto-assuncao-portao-proximo-ao-carrefo-1325948901,Curitiba,Portão
APARTAMENTO com 2 dormitórios à venda com 57.19m² no bairro Loteamento Marinoni - ALMIRANT,1500,2.0,53.0,1.0,2.0,58.0,375.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-a-venda-com-57-19m-no-bairro-loteamento-marinoni-almirant-1325939500,Almirante Tamandaré,Loteamento Marinoni
"Apartamento 3 quartos, novo, 1 vaga de garagem coberta, próximo ao Gigante Atacadista, Roç",1450,3.0,56.0,1.0,1.0,70.0,280.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-3-quartos-novo-1-vaga-de-garagem-coberta-proximo-ao-gigante-atacadista-roc-1325929063,Colombo,Roça Grande
"Cobertura com 3 quartos no Água Verde de 239,82m² - Edifício Win Água Verde",6750,3.0,145.0,2.0,3.0,361.0,998.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-com-3-quartos-no-agua-verde-de-239-82m-edificio-win-agua-verde-1325920715,Curitiba,Água Verde
Apartamento studio,950,1.0,25.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-studio-1325918017,Fazenda Rio Grande,Nações
Apartamento de 3 quartos no bairro Juvevê,2600,3.0,89.0,1.0,2.0,161.0,1100.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-3-quartos-no-bairro-juveve-1325916630,Curitiba,Juvevê
Apartamento 01 quarto mobiliado centro Condominio Clube,2600,1.0,35.0,1.0,1.0,80.0,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-01-quarto-mobiliado-centro-condominio-clube-1325906865,Curitiba,Rebouças
"Imobiliária Cilar Aluga Apartamento no Bigorrilho com 131,54m², Ref. 10005.025 - CILAR",1800,2.0,57.0,1.0,1.0,88.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-no-bigorrilho-com-131-54m-ref-10005-025-cilar-1325897649,Curitiba,Bigorrilho
"Imobiliária Cilar Aluga Apartamento 3 Quartos no Centro Cívico com 140,40m2, Ref. 02155.00",2500,3.0,140.0,1.0,2.0,133.0,889.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-3-quartos-no-centro-civico-com-140-40m2-ref-02155-00-1325890453,Curitiba,Centro Cívico
"Imobiliária Cilar Aluga Apartamento no Bigorrilho com 131,54m², Ref. 10005.027 - CILAR",1750,2.0,57.0,1.0,1.0,88.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-no-bigorrilho-com-131-54m-ref-10005-027-cilar-1325890332,Curitiba,Bigorrilho
"Apartamento com 3 Qts (1 Suíte) para alugar, 131 m² por R$ 6.600/mês - Ecoville - Curitiba",6600,3.0,131.0,2.0,3.0,3840.0,904.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-qts-1-suite-para-alugar-131-m-por-r-6-600-mes-ecoville-curitiba-1325865045,Curitiba,Cidade Industrial
Apartamento Portão,649900,3.0,68.0,2.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-portao-1325853409,Curitiba,Portão
"Apartamento com 2 quartos para alugar por R$ 1850.00, 58.82 m2 - CENTRO - CURITIBA/PR",1850,2.0,59.0,,2.0,79.0,430.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1850-00-58-82-m2-centro-curitiba-pr-1325832439,Curitiba,Centro
"Apartamento com 2 quartos para alugar por R$ 1500.00, 53.93 m2 - CAPAO RASO - CURITIBA/PR",1500,2.0,54.0,1.0,1.0,46.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1500-00-53-93-m2-capao-raso-curitiba-pr-1325832176,Curitiba,Capão Raso
Excelente apartamento no Ahú - Curitiba - PR,1899,2.0,72.0,,1.0,67.0,460.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-no-ahu-curitiba-pr-1325816126,Curitiba,Ahú
"Apartamento com 3 quartos para alugar por R$ 3000.00, 76.52 m2 - CABRAL - CURITIBA/PR",3000,3.0,77.0,2.0,1.0,182.0,730.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-3000-00-76-52-m2-cabral-curitiba-pr-1325810146,Curitiba,Ahú
"Apartamento em condomínio clube 3 dormitórios mobiliado, proximo do clube Curitibano, Curi",2990,3.0,65.0,1.0,1.0,80.0,699.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-em-condominio-clube-3-dormitorios-mobiliado-proximo-do-clube-curitibano-curi-1325808558,Curitiba,Água Verde
Apartamento mobiliado Condominio Spazio Campodoro - Centro - Araucaria PR,2000,2.0,44.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-condominio-spazio-campodoro-centro-araucaria-pr-1325805977,Araucária,Cachoeira
"Apartamento - R Pretextato Pena Forte Taborda Ribas, 266 - Santa Quiteria - Curitiba - PR",3000,2.0,79.0,2.0,2.0,152.0,467.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-r-pretextato-pena-forte-taborda-ribas-266-santa-quiteria-curitiba-pr-1325804060,Curitiba,Santa Quitéria
"Apartamento com 3 dormitórios para alugar, 116 m² por R$ 6.895,00/mês - Ahú - Curitiba/PR",5950,3.0,117.0,2.0,2.0,4620.0,560.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-116-m-por-r-6-895-00-mes-ahu-curitiba-pr-1325792882,Curitiba,Ahú
Studio em frente ao Shopping Mueller,2000,1.0,33.0,,1.0,40.0,530.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-em-frente-ao-shopping-mueller-1325790636,Curitiba,Centro Cívico
CURITIBA - Studio - Prado Velho,1600,1.0,23.0,,1.0,70.0,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-studio-prado-velho-1325790584,Curitiba,Prado Velho
"Apartamento com 2 dormitórios para alugar, 52 m² por R$ 1.747,89/mês - Cidade Jardim - São",1400,2.0,53.0,1.0,1.0,455.0,310.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-52-m-por-r-1-747-89-mes-cidade-jardim-sao-1325785725,São José dos Pinhais,Cidade Jardim
CURITIBA - Apartamento Padrão - Cabral,4900,3.0,156.0,3.0,3.0,250.0,1477.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-apartamento-padrao-cabral-1325785574,Curitiba,Cabral
CURITIBA - Apartamento Padrão - Cabral,2800,3.0,72.0,1.0,2.0,126.0,621.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-apartamento-padrao-cabral-1325785477,Curitiba,Cabral
"Apartamento com 3 dormitórios para alugar, 59 m² por R$ 2.151/mês - Rua, Goias, 223 - São",1700,3.0,59.0,1.0,1.0,420.0,416.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-59-m-por-r-2-151-mes-rua-goias-223-sao-1325775651,São José dos Pinhais,São Domingos
Locação de Apartamento Semi Mobiliado de 1 dormitório no Bairro Centro,1950,1.0,46.0,,1.0,961.0,630.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/locacao-de-apartamento-semi-mobiliado-de-1-dormitorio-no-bairro-centro-1325770994,Curitiba,Centro
Lindo Apartamento 4 Quartos - Batel.,4000,4.0,193.0,2.0,4.0,6504.0,1900.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindo-apartamento-4-quartos-batel-1325769331,Curitiba,Batel
"Studio Mobiliado 20m² para Aluguel R$2.100,00 | Empreendimento Brickel One Housi",2100,1.0,20.0,,1.0,65.0,660.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-mobiliado-20m-para-aluguel-r-2-100-00-empreendimento-brickel-one-housi-1325767502,Curitiba,Rebouças
Kitnet mobiliada com luz água e gás incluso,1350,1.0,25.0,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitnet-mobiliada-com-luz-agua-e-gas-incluso-1325763952,Curitiba,Boqueirão
Apartamento com 2 quartos e 2 vagas para aluguel no Santo Inácio,4300,2.0,93.0,2.0,2.0,191.0,462.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-e-2-vagas-para-aluguel-no-santo-inacio-1325754765,Curitiba,Santo Inácio
"Apartamento com 3 dormitórios para alugar, 205 m² por R$ 9.422,31/mês - Mossunguê - Curiti",7500,3.0,206.0,3.0,5.0,4837.0,1519.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-205-m-por-r-9-422-31-mes-mossungue-curiti-1325754637,Curitiba,Mossunguê
Apartamento garden com 1 dormitório para alugar no São Francisco - GD0005,1400,1.0,30.0,,1.0,49.0,390.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-garden-com-1-dormitorio-para-alugar-no-sao-francisco-gd0005-1325754135,Curitiba,São Francisco
"Apartamento com 2 dormitórios para alugar, 90 m² por R$ 4.350,00/mês - Batel - Curitiba/PR",3500,2.0,90.0,1.0,2.0,1200.0,750.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-90-m-por-r-4-350-00-mes-batel-curitiba-pr-1325752555,Curitiba,Batel
ACONCHEGANTE DUPLEX NO CORAÇÃO DO BATEL Aconchegante duplex no coração do Batel - J8,7000,1.0,84.0,2.0,2.0,245.0,1350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aconchegante-duplex-no-coracao-do-batel-aconchegante-duplex-no-coracao-do-batel-j8-1325749810,Curitiba,Batel
"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 1.650/mês - Cabral - Curitiba/PR",1700,2.0,55.0,1.0,2.0,1246.0,541.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-55-m-por-r-1-650-mes-cabral-curitiba-pr-1325749805,Curitiba,Cabral
COBERTURA DUPLEX PARA ALUGAR Cobertura duplex para alugar - J8,23000,3.0,334.0,3.0,5.0,1196.0,4132.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-duplex-para-alugar-cobertura-duplex-para-alugar-j8-1325749783,Curitiba,Bigorrilho
MICHELANGELO - ÍCONE DO CABRAL Michelangelo - Icone do Cabral - JOTA8 Imóveis,15000,4.0,559.0,5.0,5.0,1553.0,11000.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/michelangelo-icone-do-cabral-michelangelo-icone-do-cabral-jota8-imoveis-1325749760,Curitiba,Cabral
"Imobiliária Cilar Aluga Apartamento 2 Quartos no Tarumã com 104m², Ref. 00345.001-CILAR",1800,2.0,60.0,1.0,2.0,86.0,629.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-2-quartos-no-taruma-com-104m-ref-00345-001-cilar-1325744902,Curitiba,Jardim Social
"Studio no Life Space 7 com 1 dormitório para alugar, 34 m² por R$ 2.815/mês - Centro - Cur",2390,1.0,34.0,,1.0,900.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-no-life-space-7-com-1-dormitorio-para-alugar-34-m-por-r-2-815-mes-centro-cur-1325743713,Curitiba,Centro
"Apartamento com 3 dormitórios para alugar, 68 m² por R$ 3.480,00/mês - Guaíra - Curitiba/P",3000,3.0,68.0,1.0,2.0,960.0,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-68-m-por-r-3-480-00-mes-guaira-curitiba-p-1325742343,Curitiba,Guaíra
"Apartamento com 1 dormitório para alugar, 32 m² por R$ 2.170,00/mês - Novo Mundo - Curitib",1750,1.0,33.0,1.0,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-32-m-por-r-2-170-00-mes-novo-mundo-curitib-1325741549,Curitiba,Novo Mundo
"Apartamento com 2 dormitórios para alugar, 53 m² por R$ 2.770,00/mês - Novo Mundo - Curiti",2350,2.0,54.0,1.0,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-53-m-por-r-2-770-00-mes-novo-mundo-curiti-1325741518,Curitiba,Novo Mundo
"Apartamento para aluguel, 3 quartos, 1 suíte, 1 vaga, Bigorrilho - Curitiba/PR",2800,3.0,110.0,1.0,2.0,191.0,760.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-aluguel-3-quartos-1-suite-1-vaga-bigorrilho-curitiba-pr-1325734241,Curitiba,Bigorrilho
"Apartamento com 3 dormitórios para alugar, 96 m² por R$ 2.800/mês - Bigorrilho - Curitiba/",2800,3.0,96.0,1.0,3.0,2353.0,831.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-96-m-por-r-2-800-mes-bigorrilho-curitiba-1325734144,Curitiba,Bigorrilho
Apartamento com 2 quartos e 2 vagas para aluguel no Santo Inácio,4300,2.0,93.0,2.0,2.0,191.0,462.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-e-2-vagas-para-aluguel-no-santo-inacio-1325734113,Curitiba,Santo Inácio
"Apartamento com 74,19m² 3 quartos, para aluguel, no bairro Bom Jesus em São José dos Pinha",2250,3.0,74.0,2.0,2.0,870.0,455.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-74-19m-3-quartos-para-aluguel-no-bairro-bom-jesus-em-sao-jose-dos-pinha-1325733647,São José dos Pinhais,Pedro Moro
